apartment_id,maintenance_type,maintenance_cost,maintenance_duration,issue_reported_date,issue_resolved_date,predictive_indicator,resident_feedback_score,resource_allocated,billing_cycle,issue_resolved,cost_per_hour
4,Electrical,474.63,3.18,2023-03-13,2023-03-27,0.5850784422062031,3,Technician C,Monthly,False,149.25471698113208
2,General,238.88,1.11,2023-03-14,2023-04-07,0.22627525081659983,4,Technician A,Quarterly,False,215.20720720720718
6,Electrical,337.34,5.22,2023-03-15,2023-03-30,0.8956979631993723,3,Technician C,Yearly,False,64.62452107279694
54,Plumbing,228.92,3.71,2023-03-16,2023-04-09,0.7835000808452567,1,Technician B,Quarterly,False,61.703504043126685
4,Plumbing,173.4,6.39,2023-03-17,2023-03-23,0.6997052060994762,1,Technician A,Quarterly,True,27.136150234741788
54,Plumbing,492.79,3.68,2023-03-18,2023-03-23,0.6169440273845019,1,Technician C,Yearly,True,133.91032608695653
93,General,234.2,3.7,2023-03-19,2023-04-03,0.8634657303414633,3,Technician B,Monthly,False,63.29729729729729
63,HVAC,452.34,7.69,2023-03-20,2023-03-31,0.22306206154275687,1,Technician A,Quarterly,False,58.82184655396618
18,General,153.48,1.43,2023-03-21,2023-04-08,0.8731088427642276,4,Technician C,Yearly,False,107.32867132867132
90,Electrical,145.9,9.13,2023-03-22,2023-04-02,0.7894922984240523,3,Technician B,Quarterly,False,15.980284775465497
44,General,64.01,8.67,2023-03-23,2023-04-19,0.7481608263876856,5,Technician C,Quarterly,False,7.382929642445214
34,Electrical,343.25,7.01,2023-03-24,2023-04-01,0.561255678074924,3,Technician C,Quarterly,False,48.965763195435095
74,General,215.84,6.34,2023-03-25,2023-04-11,0.2462441609706001,4,Technician A,Quarterly,False,34.04416403785489
62,HVAC,438.96,9.03,2023-03-26,2023-03-28,0.42354791599189634,5,Technician A,Quarterly,True,48.611295681063126
100,Electrical,262.94,2.67,2023-03-27,2023-04-14,0.7935706545388016,3,Technician B,Monthly,False,98.47940074906367
14,Plumbing,485.69,1.71,2023-03-28,2023-04-19,0.031778484357324444,1,Technician A,Monthly,False,284.0292397660819
95,Plumbing,133.49,3.16,2023-03-29,2023-04-28,0.7820507692637583,2,Technician B,Yearly,False,42.243670886075954
48,General,440.88,8.15,2023-03-30,2023-04-09,0.2400707404875665,2,Technician C,Monthly,False,54.09570552147239
15,Plumbing,399.47,1.31,2023-03-31,2023-04-07,0.14430920072160303,1,Technician C,Monthly,True,304.9389312977099
72,Electrical,396.91,6.25,2023-04-01,2023-04-21,0.11570131818030216,2,Technician B,Monthly,False,63.5056
78,Plumbing,430.15,9.96,2023-04-02,2023-04-16,0.027250011950815112,2,Technician C,Quarterly,False,43.18775100401606
87,HVAC,392.46,8.7,2023-04-03,2023-04-07,0.5235864852214529,1,Technician A,Quarterly,True,45.11034482758621
62,HVAC,331.8,5.69,2023-04-04,2023-04-12,0.21825987269372948,1,Technician C,Yearly,False,58.3128295254833
40,General,109.06,1.57,2023-04-05,2023-04-28,0.9894317657796315,3,Technician A,Yearly,False,69.46496815286623
85,Electrical,64.64,8.48,2023-04-06,2023-04-16,0.5744367558722058,3,Technician B,Yearly,False,7.622641509433962
80,HVAC,464.38,6.39,2023-04-07,2023-04-30,0.13788526935601042,1,Technician B,Quarterly,False,72.67292644757434
82,HVAC,327.49,2.03,2023-04-08,2023-04-14,0.6887625408113653,4,Technician C,Monthly,True,161.32512315270938
53,Electrical,408.44,1.84,2023-04-09,2023-04-20,0.8977435665097253,2,Technician C,Monthly,False,221.97826086956522
24,Plumbing,266.69,9.19,2023-04-10,2023-05-04,0.7451794953696144,3,Technician A,Quarterly,False,29.019586507072905
26,Plumbing,102.79,7.02,2023-04-11,2023-04-29,0.07643986103944767,2,Technician A,Yearly,False,14.642450142450144
89,General,106.33,8.46,2023-04-12,2023-04-25,0.8958841811926596,5,Technician C,Yearly,False,12.568557919621748
60,Plumbing,358.5,8.91,2023-04-13,2023-05-07,0.7939293858599648,1,Technician C,Yearly,False,40.235690235690235
41,Electrical,243.64,6.15,2023-04-14,2023-05-01,0.15830390010561435,4,Technician B,Quarterly,False,39.61626016260162
29,HVAC,140.24,5.66,2023-04-15,2023-04-19,0.051785888732816865,5,Technician B,Yearly,True,24.777385159010603
15,Plumbing,271.22,4.87,2023-04-16,2023-05-12,0.5573105753143085,5,Technician B,Yearly,False,55.691991786447645
45,General,78.89,3.85,2023-04-17,2023-05-10,0.1560358113399769,5,Technician C,Quarterly,False,20.490909090909092
65,Plumbing,311.89,4.91,2023-04-18,2023-04-28,0.834590952595272,1,Technician C,Monthly,False,63.5213849287169
89,Electrical,171.05,7.96,2023-04-19,2023-05-19,0.35833465667167375,3,Technician C,Quarterly,False,21.488693467336685
71,General,408.9,6.42,2023-04-20,2023-05-06,0.9128924447365754,1,Technician B,Quarterly,False,63.691588785046726
9,Plumbing,189.66,9.03,2023-04-21,2023-04-27,0.5656881721410058,3,Technician C,Quarterly,True,21.003322259136215
88,General,254.85,4.99,2023-04-22,2023-05-16,0.18267238423966814,5,Technician A,Quarterly,False,51.07214428857715
1,Electrical,55.23,6.46,2023-04-23,2023-05-07,0.1395988673598001,5,Technician C,Monthly,False,8.549535603715169
8,HVAC,82.6,6.68,2023-04-24,2023-05-09,0.5764724375577539,4,Technician C,Yearly,False,12.365269461077844
88,Electrical,226.62,6.33,2023-04-25,2023-05-16,0.7618836118624439,3,Technician C,Quarterly,False,35.800947867298575
63,Electrical,265.97,7.32,2023-04-26,2023-05-12,0.7815056477421821,5,Technician C,Monthly,False,36.33469945355191
11,Electrical,320.01,3.14,2023-04-27,2023-05-14,0.2757574044412813,2,Technician C,Yearly,False,101.9140127388535
81,Electrical,181.25,5.61,2023-04-28,2023-05-22,0.20424675891216748,4,Technician A,Yearly,False,32.30837789661319
8,HVAC,362.74,1.94,2023-04-29,2023-05-13,0.016756304492382412,1,Technician A,Yearly,False,186.979381443299
35,HVAC,437.06,4.46,2023-04-30,2023-05-18,0.6791991512011694,4,Technician C,Quarterly,False,97.99551569506727
35,General,400.93,5.39,2023-05-01,2023-05-25,0.07656825843353898,2,Technician B,Quarterly,False,74.38404452690168
33,Plumbing,67.83,6.87,2023-05-02,2023-05-11,0.4207612017659258,3,Technician C,Yearly,False,9.873362445414847
5,HVAC,266.23,9.55,2023-05-03,2023-05-25,0.6016821640182961,1,Technician C,Yearly,False,27.877486910994765
41,HVAC,97.22,6.41,2023-05-04,2023-05-07,0.937108944919677,1,Technician C,Yearly,True,15.166926677067082
28,Plumbing,158.92,7.69,2023-05-05,2023-05-11,0.31180213695576864,3,Technician B,Yearly,True,20.665799739921972
7,HVAC,494.0,5.56,2023-05-06,2023-05-13,0.24977216244651979,4,Technician B,Yearly,True,88.84892086330936
73,Electrical,114.12,6.71,2023-05-07,2023-05-20,0.6541601542860984,5,Technician B,Yearly,False,17.007451564828614
72,Electrical,274.5,1.64,2023-05-08,2023-05-27,0.6192390320535817,4,Technician A,Monthly,False,167.3780487804878
12,Plumbing,328.17,3.29,2023-05-09,2023-06-01,0.3321097833081246,2,Technician B,Yearly,False,99.74772036474164
34,General,366.11,4.26,2023-05-10,2023-06-02,0.9281018355097865,5,Technician A,Quarterly,False,85.94131455399062
33,General,301.84,5.25,2023-05-11,2023-05-13,0.8448623274896327,4,Technician A,Quarterly,True,57.493333333333325
48,Plumbing,54.4,1.41,2023-05-12,2023-05-30,0.22398254586508115,3,Technician B,Quarterly,False,38.58156028368794
23,Plumbing,196.91,2.26,2023-05-13,2023-05-25,0.23914254543452318,2,Technician B,Yearly,False,87.1283185840708
62,Electrical,282.97,3.49,2023-05-14,2023-05-25,0.5123003468870806,2,Technician B,Quarterly,False,81.08022922636104
88,General,89.54,9.74,2023-05-15,2023-06-04,0.7735721017307203,2,Technician A,Monthly,False,9.193018480492814
37,HVAC,207.78,3.98,2023-05-16,2023-05-31,0.04404037938846439,5,Technician C,Yearly,False,52.20603015075377
99,Electrical,64.94,5.34,2023-05-17,2023-06-13,0.6933351537347067,1,Technician B,Quarterly,False,12.161048689138577
44,Plumbing,85.36,2.76,2023-05-18,2023-05-29,0.648235897382097,5,Technician B,Monthly,False,30.92753623188406
86,General,228.62,6.5,2023-05-19,2023-06-04,0.23148009591298824,4,Technician B,Monthly,False,35.17230769230769
91,HVAC,109.72,3.53,2023-05-20,2023-06-18,0.6813530132413488,1,Technician A,Quarterly,False,31.08215297450425
35,HVAC,305.39,2.86,2023-05-21,2023-06-10,0.9401831912520826,4,Technician A,Monthly,False,106.77972027972028
65,Electrical,360.26,5.65,2023-05-22,2023-05-27,0.04678584497176852,1,Technician C,Quarterly,True,63.762831858407075
99,General,410.26,1.05,2023-05-23,2023-05-26,0.31965205529206253,5,Technician B,Monthly,True,390.7238095238095
47,General,140.07,1.07,2023-05-24,2023-06-03,0.43817671666635527,2,Technician A,Yearly,False,130.90654205607476
78,Plumbing,125.37,2.97,2023-05-25,2023-06-05,0.8992603589246896,3,Technician C,Yearly,False,42.21212121212121
3,General,97.06,1.33,2023-05-26,2023-06-24,0.9622614466091567,2,Technician B,Yearly,False,72.97744360902256
1,General,336.39,1.97,2023-05-27,2023-06-08,0.44411524649633227,5,Technician A,Yearly,False,170.75634517766497
5,Electrical,367.91,4.05,2023-05-28,2023-06-12,0.7500284121421912,1,Technician B,Yearly,False,90.84197530864199
90,General,64.21,8.22,2023-05-29,2023-06-06,0.531661023764483,2,Technician B,Quarterly,False,7.811435523114354
14,HVAC,471.3,6.15,2023-05-30,2023-06-23,0.5377829347413765,5,Technician A,Yearly,False,76.6341463414634
27,Electrical,73.39,5.61,2023-05-31,2023-06-16,0.27809951506635644,4,Technician A,Yearly,False,13.081996434937611
9,Electrical,293.58,3.64,2023-06-01,2023-06-24,0.21695624586387952,3,Technician A,Yearly,False,80.65384615384615
79,Plumbing,369.08,9.39,2023-06-02,2023-06-22,0.28800534592404115,2,Technician B,Yearly,False,39.30564430244941
15,General,441.94,4.57,2023-06-03,2023-06-26,0.5563280072570793,1,Technician B,Monthly,False,96.70459518599561
90,Plumbing,371.34,1.78,2023-06-04,2023-06-20,0.029155186022088997,4,Technician C,Yearly,False,208.61797752808988
42,HVAC,410.78,6.55,2023-06-05,2023-07-04,0.9072489443564058,5,Technician B,Yearly,False,62.71450381679389
77,Electrical,202.75,2.02,2023-06-06,2023-07-01,0.15628370954977622,3,Technician A,Quarterly,False,100.37128712871286
51,Electrical,416.67,4.11,2023-06-07,2023-06-16,0.22008867687138656,1,Technician B,Monthly,False,101.37956204379562
63,Electrical,86.05,5.57,2023-06-08,2023-06-20,0.5182761764476463,5,Technician C,Quarterly,False,15.44883303411131
96,HVAC,452.67,8.87,2023-06-09,2023-07-09,0.7101147663372793,5,Technician C,Yearly,False,51.033821871476896
52,HVAC,296.42,5.44,2023-06-10,2023-06-20,0.0957290547443973,2,Technician A,Quarterly,False,54.48897058823529
96,Plumbing,417.78,7.32,2023-06-11,2023-06-27,0.3176946975471622,2,Technician A,Quarterly,False,57.07377049180327
4,Plumbing,253.54,9.94,2023-06-12,2023-06-14,0.9686746055743571,1,Technician C,Yearly,True,25.507042253521128
94,Plumbing,339.61,2.18,2023-06-13,2023-06-15,0.2623429667809457,5,Technician C,Monthly,True,155.78440366972475
23,General,286.88,3.47,2023-06-14,2023-07-04,0.3130501450631469,2,Technician C,Monthly,False,82.6743515850144
15,Electrical,379.22,4.55,2023-06-15,2023-06-19,0.8364984906180335,3,Technician A,Quarterly,True,83.34505494505495
43,Electrical,86.73,4.8,2023-06-16,2023-06-27,0.05021443169045525,3,Technician C,Yearly,False,18.06875
29,Plumbing,77.16,4.7,2023-06-17,2023-06-26,0.46461316880897086,5,Technician C,Quarterly,False,16.417021276595744
36,Electrical,161.2,9.17,2023-06-18,2023-07-04,0.37961676445167025,2,Technician A,Quarterly,False,17.57906215921483
13,Plumbing,121.8,7.43,2023-06-19,2023-06-30,0.31658675990865115,1,Technician B,Quarterly,False,16.39300134589502
32,General,442.3,6.47,2023-06-20,2023-06-22,0.2856995940447645,1,Technician B,Yearly,True,68.36166924265842
71,General,148.65,3.78,2023-06-21,2023-07-21,0.0913741048604092,1,Technician C,Yearly,False,39.32539682539683
59,HVAC,489.14,8.41,2023-06-22,2023-07-11,0.3148258293516488,3,Technician B,Monthly,False,58.16171224732461
86,General,201.6,9.6,2023-06-23,2023-06-26,0.04305240271566857,2,Technician B,Yearly,True,21.0
28,Plumbing,131.95,8.39,2023-06-24,2023-07-14,0.7809638636444353,2,Technician B,Quarterly,False,15.72705601907032
66,General,405.36,1.01,2023-06-25,2023-07-09,0.39822779395801167,3,Technician B,Quarterly,False,401.34653465346537
42,HVAC,346.42,6.73,2023-06-26,2023-07-19,0.4439038323199116,1,Technician C,Monthly,False,51.4739970282318
45,Electrical,274.19,1.46,2023-06-27,2023-06-29,0.8935945864501316,1,Technician B,Yearly,True,187.8013698630137
62,Plumbing,299.91,3.32,2023-06-28,2023-07-01,0.6580549838612207,5,Technician B,Quarterly,True,90.3343373493976
57,Electrical,373.64,1.54,2023-06-29,2023-07-29,0.008059103342119789,4,Technician A,Monthly,False,242.6233766233766
6,HVAC,152.8,6.43,2023-06-30,2023-07-17,0.943174822961285,2,Technician C,Monthly,False,23.76360808709176
28,HVAC,498.35,7.18,2023-07-01,2023-07-17,0.23714446597771122,2,Technician A,Quarterly,False,69.40807799442898
28,HVAC,488.66,2.03,2023-07-02,2023-07-16,0.10761418475985884,2,Technician A,Quarterly,False,240.71921182266013
44,Electrical,342.65,4.45,2023-07-03,2023-07-20,0.7681281783808822,4,Technician C,Yearly,False,76.99999999999999
84,Electrical,139.79,5.11,2023-07-04,2023-07-22,0.5004773158667182,5,Technician B,Monthly,False,27.35616438356164
30,Electrical,356.1,4.32,2023-07-05,2023-07-27,0.43377056601801756,4,Technician A,Quarterly,False,82.43055555555556
62,Electrical,82.49,2.09,2023-07-06,2023-08-05,0.24950307968274177,1,Technician C,Monthly,False,39.4688995215311
75,HVAC,63.79,4.77,2023-07-07,2023-08-06,0.5474714898623186,1,Technician B,Yearly,False,13.373165618448638
92,HVAC,165.96,7.76,2023-07-08,2023-07-16,0.27438460520258745,2,Technician C,Quarterly,False,21.38659793814433
89,Plumbing,258.18,1.64,2023-07-09,2023-08-03,0.9015830052870676,3,Technician A,Yearly,False,157.4268292682927
62,Plumbing,440.72,1.72,2023-07-10,2023-08-06,0.2152044797331928,2,Technician B,Monthly,False,256.2325581395349
97,Electrical,377.23,4.19,2023-07-11,2023-07-29,0.8843551504557535,3,Technician B,Yearly,False,90.0310262529833
1,General,384.22,9.48,2023-07-12,2023-07-20,0.559405425727357,4,Technician C,Yearly,False,40.529535864978904
27,General,241.47,7.02,2023-07-13,2023-07-27,0.828488133895241,1,Technician B,Monthly,False,34.3974358974359
62,HVAC,205.67,7.11,2023-07-14,2023-07-20,0.712845995860955,3,Technician A,Yearly,True,28.926863572433188
77,HVAC,216.97,4.26,2023-07-15,2023-08-11,0.6966951114367486,4,Technician A,Monthly,False,50.93192488262911
3,HVAC,494.44,6.34,2023-07-16,2023-08-03,0.3243458076950557,1,Technician A,Quarterly,False,77.98738170347004
70,Plumbing,68.05,1.09,2023-07-17,2023-07-21,0.23389693147220347,3,Technician C,Monthly,True,62.43119266055045
72,Plumbing,440.16,6.72,2023-07-18,2023-07-26,0.21088622768078813,2,Technician B,Monthly,False,65.5
27,HVAC,310.4,9.22,2023-07-19,2023-08-15,0.8571916570595887,2,Technician B,Quarterly,False,33.66594360086767
9,HVAC,247.38,6.51,2023-07-20,2023-08-07,0.82042682025902,2,Technician B,Monthly,False,38.0
62,HVAC,376.37,8.86,2023-07-21,2023-07-29,0.4405735280123073,4,Technician A,Quarterly,False,42.479683972911964
37,General,269.0,7.52,2023-07-22,2023-08-13,0.1324046134964546,2,Technician B,Quarterly,False,35.77127659574468
97,Plumbing,443.04,2.09,2023-07-23,2023-07-25,0.3822522519774584,5,Technician A,Monthly,True,211.98086124401917
51,General,455.32,9.12,2023-07-24,2023-08-11,0.6193434541369114,1,Technician B,Yearly,False,49.92543859649123
44,General,239.77,1.6,2023-07-25,2023-08-12,0.45440315447995283,4,Technician A,Yearly,False,149.85625
24,HVAC,174.57,5.81,2023-07-26,2023-08-07,0.780189268482995,2,Technician B,Quarterly,False,30.04647160068847
79,HVAC,316.56,2.28,2023-07-27,2023-08-22,0.9976228222513854,1,Technician C,Yearly,False,138.84210526315792
59,Electrical,460.56,1.11,2023-07-28,2023-08-25,0.19113208844889684,3,Technician C,Yearly,False,414.9189189189189
32,Electrical,144.8,4.8,2023-07-29,2023-08-28,0.45965081965957244,2,Technician A,Monthly,False,30.16666666666667
96,General,330.33,3.66,2023-07-30,2023-08-03,0.43098390192082203,1,Technician A,Quarterly,True,90.25409836065573
88,Plumbing,334.2,5.37,2023-07-31,2023-08-16,0.30449253274895083,5,Technician B,Quarterly,False,62.23463687150838
52,HVAC,379.9,6.19,2023-08-01,2023-08-31,0.19809551672028958,3,Technician B,Monthly,False,61.37318255250403
62,HVAC,109.21,1.39,2023-08-02,2023-08-24,0.06569211648965922,5,Technician C,Yearly,False,78.56834532374101
58,General,372.12,2.11,2023-08-03,2023-08-15,0.8871193172236984,1,Technician B,Quarterly,False,176.36018957345973
52,Electrical,459.06,6.03,2023-08-04,2023-08-31,0.4198486976863176,5,Technician A,Yearly,False,76.12935323383084
12,Plumbing,130.86,4.09,2023-08-05,2023-09-03,0.49689551850004887,1,Technician A,Quarterly,False,31.995110024449883
39,Electrical,156.89,7.56,2023-08-06,2023-08-23,0.9169420482009158,1,Technician A,Quarterly,False,20.752645502645503
2,Electrical,487.13,6.87,2023-08-07,2023-09-02,0.7762904775159478,5,Technician A,Quarterly,False,70.90684133915575
3,Electrical,131.44,8.61,2023-08-08,2023-08-31,0.1305012641171842,1,Technician A,Quarterly,False,15.265969802555169
56,Electrical,434.47,7.23,2023-08-09,2023-09-07,0.5654199676077424,2,Technician C,Yearly,False,60.0926694329184
81,HVAC,271.53,4.87,2023-08-10,2023-08-20,0.4422522765195591,1,Technician C,Yearly,False,55.755646817248454
59,HVAC,161.25,7.06,2023-08-11,2023-09-05,0.7972110725787628,4,Technician A,Yearly,False,22.839943342776206
2,Electrical,441.84,3.48,2023-08-12,2023-09-06,0.7242325476119492,1,Technician B,Yearly,False,126.9655172413793
2,Plumbing,250.39,3.76,2023-08-13,2023-08-15,0.690405721911072,4,Technician A,Monthly,True,66.59308510638297
92,General,281.67,8.1,2023-08-14,2023-09-13,0.3405448354798969,1,Technician C,Quarterly,False,34.77407407407408
54,Plumbing,211.66,5.02,2023-08-15,2023-09-10,0.8049637303992545,1,Technician A,Quarterly,False,42.16334661354582
87,Plumbing,316.83,8.19,2023-08-16,2023-09-08,0.05239129559486122,5,Technician C,Quarterly,False,38.684981684981686
96,Plumbing,123.59,8.4,2023-08-17,2023-09-03,0.15962490143216723,2,Technician C,Monthly,False,14.713095238095239
97,Electrical,225.99,8.72,2023-08-18,2023-08-28,0.3356232729779117,2,Technician A,Yearly,False,25.916284403669724
1,HVAC,486.24,9.25,2023-08-19,2023-09-08,0.07680744106928128,3,Technician A,Quarterly,False,52.56648648648649
